t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0,-5,4.5,1.2,1,7.91618552493501E-29,6.84621964304707E-30,2.84313998381945E-30,0,0,0,-8.32358251733916E-29,-4.12492995041957E-29,-5.85854771528345E-31,0.053006121621131,-0.36698223351287,3.79317315826343,138.417723393007,32.0756205335985,6.24728821248143,3.12693354373684,2.5591729854536,2.7715846556156,3.12693741467447,0,0,0,0,0,0
0.0325103,-4.99997971535215,4.49991217892395,1.20202208441601,0.999293890670224,0.036571958918575,0.008445168325896,0.001650601578986,0.002505604742584,-0.010799034765937,0.124188466867417,4.49999941359469,1.04278751343176,0.203101110201787,0.437187736773729,-2.00181610220066,3.37945855813627,2.19219380805505,-1.71009820293798,-0.457193626989867,3.12903455136065,3.1290359178196,3.11349272991916,3.12903594677787,11.8172457964057,-50.2867209168737,-12.7256665244702,0,0,0
0.0650206,-4.99967815164095,4.49861561011567,1.20858608738523,0.993600059244406,0.110071063097528,0.02490358326461,0.004787954395548,0.01871715503469,-0.080548028481026,0.277817845931609,4.57126825553861,0.987191736230886,0.188237615824609,0.815868653407968,-3.57795785999687,2.96586739724086,2.19217891853612,-1.7305461527298,-0.453708744410019,3.13113378618906,3.13113463039896,3.1157091478587,3.13113440095874,11.6480468970321,-48.4813791895235,-12.7218695917567,0,0,0
0.0975309,-4.99859332668643,4.49392526908596,1.21991433884465,0.982053875783288,0.184079933356821,0.040347149800619,0.007529693598877,0.050528049772602,-0.21935070839198,0.415453793134428,4.64253661342005,0.930931190387548,0.173487415967681,1.17921577386892,-5.04089542792369,2.55594985929795,0.696724899268923,-0.250994698056879,-0.158395699604062,3.13323261453274,3.13323327694652,3.12784798577802,3.13323277715078,11.1763865384286,-44.9992715505669,-12.6088706774913,0,0,0
0.130041,-4.99623449269854,4.48362544928526,1.23531453328652,0.964590205893293,0.25774788883324,0.055068484599495,0.009952138930818,0.096927313813849,-0.425075322059825,0.526530332513812,4.6651873373396,0.922771281624532,0.168337926885922,1.51901199345266,-6.34350574963022,2.16368413144877,-0.110958037831021,0.54909833353418,3.49364517713143E-05,3.13532861486112,3.13533191953573,3.13533110934637,3.1353266168324,10.4519719037455,-40.0676808608524,-12.0659093008875,0,0,0
0.162551,-4.99214202254486,4.46560773838711,1.25374908014224,0.941326785937569,0.330024187890024,0.069545928178437,0.012292312796,0.157048837762973,-0.693221611394975,0.600466874800075,4.6615800600854,0.940622624056266,0.16833906267987,1.82940101767342,-7.45119261963733,1.80969937272459,-122.939765492756,-20.2477523702585,4.04968201221115,2.79679381409158,3.13743054394594,3.13742989435307,2.65910397608352,9.54742040497266,-34.0719271616527,-10.888404694648,-27.8235786797333,184.426563905223,36.2194878919571
0.195062,-4.98596903640603,4.43833559535629,1.27353019910666,0.925371099085684,0.370585777522767,0.078060201421937,0.016147338195673,0.224013863450703,-0.989294458125832,0.61201201806387,0.664773444113989,0.282362456504794,0.299995372533005,2.10722471437568,-8.3454209298858,1.51370615391703,-31.3418913387347,0.032245227876747,4.0782675768419E-05,3.03525530691722,3.13952916095358,3.13952862504179,3.03525338439446,8.54572624640733,-27.5060422558566,-9.10461220100024,-30.8116412074754,201.963531679887,54.8686181634327
0.227572,-4.97746282742445,4.40090423099533,1.293696239885,0.923974200513365,0.373219824173097,0.080538518722407,0.022176738555465,0.299984556502536,-1.31366435891629,0.628212123553991,-0.354160325261823,0.283410758001017,0.299996698389351,2.35186189438899,-9.02428075380378,1.28783125200326,-0.0791411252863,-0.074844943160189,1.54400965166487E-05,3.14156176837257,3.14162777472596,3.14162736524552,3.14156083392885,7.52492460111213,-20.881408906975,-6.94780575091748,-31.3993785127829,203.770606159031,66.342352029983
0.260082,-4.96639405010719,4.35286036432808,1.31449262642662,0.92561686470473,0.368157756407148,0.082825534233118,0.028858935384004,0.381692003591421,-1.64119684948705,0.651702095071581,-0.356733225672621,0.28097752768863,0.299997200351265,2.56480558016604,-9.50031247880649,1.1351604583528,-0.078075368584955,-0.075296259622352,5.54559081639164E-06,3.14366205489279,3.14372638510075,3.14372609220154,3.14366157344349,6.55004762427396,-14.6425119770752,-4.69608180959724,-29.9867573100227,191.905535328084,69.2619694194984
0.292593,-4.95259676829335,4.294238536945,1.336109198328,0.927205664774826,0.363029569514375,0.085068146338867,0.035527713790795,0.467821772254905,-1.96438928918761,0.678668480638983,-0.359271478031034,0.278529624950161,0.299997380639994,2.7491146596285,-9.79628742172803,1.05233141221341,-0.089447475791085,-0.075812407592277,1.4924237228805E-07,3.14572094316387,3.14582499131608,3.14582479242838,3.14572073920193,5.66926060127072,-9.10405004334138,-2.54778250365328,-27.0925945818086,170.360484269846,66.0806762772958
